,Row,Vine,Variety,Treatment,Sample.Date,Direction,None,Scorch,Match,Stunt,SC,UnevenL,Dead,BarrenShoot
983,3,18,Tinta Francisca,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
984,3,19,Tinta Francisca,Bakersfield,8/16/23,WC,0,1,0,1,0,0,0,0
985,3,20,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
986,3,21,Tinta Francisca,control,8/16/23,WC,1,0,0,0,0,0,0,0
987,3,22,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
988,3,23,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
989,3,24,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
990,3,25,Petit Manseng,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
991,3,26,Petit Manseng,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
992,3,27,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
993,3,28,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
994,3,29,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
995,3,30,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
996,3,31,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
997,4,2,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
998,4,3,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
999,4,4,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1000,4,5,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1001,4,6,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1002,4,7,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1003,4,8,Greco di Tufo,Hopland,8/16/23,WC,0,0,0,0,0,0,1,0
1004,4,9,Greco di Tufo,Hopland,8/16/23,WC,0,0,0,0,0,0,1,0
1005,4,10,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1006,4,11,Greco di Tufo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1007,4,12,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1008,4,13,Albarino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1009,4,14,Albarino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1010,4,16,Albarino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1011,4,22,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1012,4,23,Albarino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1013,4,24,Albarino,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1014,4,25,Albarino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1015,4,26,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1016,4,27,Tinta Francisca,control,8/16/23,WC,1,0,0,0,0,0,0,0
1017,4,28,Tinta Francisca,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1018,4,29,Tinta Francisca,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1019,4,30,Tinta Francisca,control,8/16/23,WC,1,0,0,0,0,0,0,0
1020,4,31,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1021,4,32,Graciano,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1022,4,33,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1023,4,34,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1024,4,35,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1025,4,36,Graciano,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1026,4,37,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1027,4,38,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1028,4,39,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1029,4,40,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1030,4,41,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1031,5,2,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1032,5,3,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1033,5,4,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1034,5,5,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1035,5,6,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1036,5,7,Periquita,Hopland,8/16/23,WC,0,1,0,0,1,0,0,0
1037,5,8,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1038,5,9,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1039,5,10,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1040,5,11,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1041,5,12,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1042,5,13,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1043,5,14,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1044,5,15,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1045,5,16,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1046,5,17,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1047,5,18,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1048,5,19,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1049,5,20,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1050,5,22,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1051,5,23,Greco di Tufo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1052,5,24,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1053,5,25,Greco di Tufo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1054,5,26,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1055,5,27,Teroldego,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1056,5,28,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1057,5,29,Teroldego,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1058,5,30,Teroldego,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1059,5,31,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1060,5,32,Tinta Amarella,Bakersfield,8/16/23,WC,0,1,0,0,1,0,0,0
1061,5,33,Tinta Amarella,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1062,5,34,Tinta Amarella,Hopland,8/16/23,WC,0,1,0,0,1,0,0,0
1063,5,35,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1064,5,36,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1065,5,37,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1066,5,38,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1067,5,39,Falanghina,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1068,5,40,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1069,5,41,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
1070,6,2,Albarino,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1071,6,3,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1072,6,4,Albarino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1073,6,5,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1074,6,6,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1075,6,7,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1076,6,8,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1077,6,9,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1078,6,11,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1079,6,12,Teroldego,Hopland,8/16/23,WC,0,0,0,0,1,0,0,0
1080,6,13,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1081,6,14,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1082,6,15,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1083,6,16,Teroldego,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1084,6,17,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1085,6,18,Mencia,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1086,6,19,Mencia,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1087,6,20,Mencia,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1088,6,21,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1089,6,22,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1090,6,23,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1091,6,24,Tinta Amarella,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1092,6,25,Tinta Amarella,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1093,6,26,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1094,6,27,Sagrantino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1095,6,28,Sagrantino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1096,6,29,Sagrantino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1097,6,30,Sagrantino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1098,6,31,Sagrantino,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1099,6,32,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1100,6,33,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1101,6,34,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1102,6,35,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1103,6,36,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
1104,6,37,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1105,6,38,Graciano,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1106,6,39,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1107,6,40,Graciano,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1108,6,41,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1109,7,3,Mencia,control,8/16/23,WC,1,0,0,0,0,0,0,0
1110,7,5,Mencia,Hopland,8/16/23,WC,0,1,0,1,0,0,0,0
1111,7,6,Mencia,control,8/16/23,WC,1,0,0,0,0,0,0,0
1112,7,7,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1113,7,8,Albarino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1114,7,10,Albarino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1115,7,12,Sagrantino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1116,7,13,Sagrantino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1117,7,14,Sagrantino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1118,7,15,Sagrantino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1119,7,16,Sagrantino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1120,7,17,Graciano,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1121,7,18,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1122,7,19,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1123,7,20,Graciano,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1124,7,21,Graciano,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1125,7,22,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1126,7,23,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1127,7,24,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1128,7,26,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1129,7,32,Albarino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1130,7,33,Albarino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1131,7,34,Albarino,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1132,7,35,Albarino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1133,7,36,Albarino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1134,7,37,Greco di Tufo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1135,7,38,Greco di Tufo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1136,7,39,Greco di Tufo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1137,7,40,Greco di Tufo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1138,7,41,Greco di Tufo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1139,8,2,Sagrantino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1140,8,4,Sagrantino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1141,8,5,Sagrantino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1142,8,6,Sagrantino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1143,8,7,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1144,8,8,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
1145,8,9,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
1146,8,10,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1147,8,11,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1148,8,12,Mencia,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1149,8,13,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1150,8,15,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1151,8,16,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1152,8,17,Albarino,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1153,8,18,Albarino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1154,8,19,Albarino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1155,8,21,Albarino,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1156,8,22,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1157,8,23,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1158,8,24,Periquita,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1159,8,25,Periquita,Hopland,8/16/23,WC,0,1,0,0,1,0,0,0
1160,8,26,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1161,8,27,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1162,8,28,Albarino,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1163,8,29,Albarino,control,8/16/23,WC,1,0,0,0,0,0,0,0
1164,8,30,Albarino,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1165,8,32,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1166,8,33,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1167,8,34,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1168,8,35,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1169,8,36,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1170,8,37,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1171,8,38,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1172,8,39,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1173,8,40,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1174,8,41,Periquita,Bakersfield,8/16/23,WC,0,1,0,0,0,0,0,0
1175,9,2,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1176,9,3,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1177,9,4,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1178,9,5,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1179,9,6,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1180,9,7,Tinta Amarella,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1181,9,8,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1182,9,9,Tinta Amarella,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1183,9,11,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1184,9,12,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1185,9,13,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1186,9,14,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1187,9,15,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1188,9,16,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1189,9,17,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1190,9,18,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1191,9,19,Teroldego,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1192,9,20,Teroldego,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1193,9,27,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1194,9,28,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1195,9,29,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1196,9,30,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1197,9,31,Tannat,control,8/16/23,WC,1,0,0,0,0,0,0,0
1198,9,32,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1199,9,33,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1200,9,34,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1201,9,35,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1202,9,37,Mencia,control,8/16/23,WC,0,1,0,0,0,0,0,0
1203,9,38,Mencia,control,8/16/23,WC,1,0,0,0,0,0,0,0
1204,9,39,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1205,9,40,Mencia,control,8/16/23,WC,1,0,0,0,0,0,0,0
1206,9,41,Mencia,control,8/16/23,WC,1,0,0,0,0,0,0,0
1207,10,2,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1208,10,3,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1209,10,4,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1210,10,5,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1211,10,6,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1212,10,7,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1213,10,8,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1214,10,10,Mencia,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1215,10,11,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1216,10,17,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1217,10,18,Greco di Tufo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1218,10,19,Greco di Tufo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1219,10,20,Greco di Tufo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1220,10,21,Greco di Tufo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1221,10,22,Tinta Francisca,control,8/16/23,WC,1,0,0,0,0,0,0,0
1222,10,23,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1223,10,24,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1224,10,25,Tinta Francisca,control,8/16/23,WC,1,0,0,0,0,0,0,0
1225,10,26,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1226,10,27,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1227,10,28,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1228,10,29,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1229,10,30,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1230,10,31,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1231,10,32,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1232,10,33,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1233,10,34,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1234,10,35,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1235,10,36,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1236,10,37,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1237,10,38,Tannat,control,8/16/23,WC,1,0,0,0,0,0,0,0
1238,10,39,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1239,10,40,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1240,10,41,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1241,11,2,Tinta Francisca,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1242,11,3,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1243,11,4,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1244,11,5,Tinta Francisca,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1245,11,6,Tinta Francisca,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1246,11,7,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1247,11,8,Graciano,Hopland,8/16/23,WC,0,1,0,0,1,0,0,0
1248,11,9,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1249,11,10,Graciano,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1250,11,11,Graciano,control,8/16/23,WC,1,0,0,0,0,0,0,0
1251,11,12,Periquita,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1252,11,13,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1253,11,14,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1254,11,15,Periquita,control,8/16/23,WC,1,0,0,0,0,0,0,0
1255,11,16,Periquita,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1256,11,17,Tinta Amarella,Hopland,8/16/23,WC,0,0,0,0,1,0,0,0
1257,11,18,Tinta Amarella,control,8/16/23,WC,1,0,0,0,0,0,0,0
1258,11,19,Tinta Amarella,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1259,11,20,Tinta Amarella,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1260,11,21,Tinta Amarella,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1261,11,22,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
1262,11,23,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1263,11,24,Falanghina,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1264,11,25,Falanghina,control,8/16/23,WC,1,0,0,0,0,0,0,0
1265,11,26,Falanghina,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1266,11,27,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1267,11,28,Mencia,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1268,11,29,Mencia,control,8/16/23,WC,1,0,0,0,0,0,0,0
1269,11,30,Mencia,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1270,11,31,Mencia,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1271,11,32,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1272,11,33,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1273,11,34,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1274,11,35,Ciliegiolo,control,8/16/23,WC,1,0,0,0,0,0,0,0
1275,11,36,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1276,11,37,Teroldego,control,8/16/23,WC,1,0,0,0,0,0,0,0
1277,11,38,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1278,11,39,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1279,11,40,Teroldego,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1280,11,41,Teroldego,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1281,12,2,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1282,12,3,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1283,12,4,Petit Manseng,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1284,12,5,Petit Manseng,control,8/16/23,WC,1,0,0,0,0,0,0,0
1285,12,6,Petit Manseng,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1286,12,7,Tinta Francisca,Hopland,8/16/23,WC,0,1,0,0,0,0,0,0
1287,12,8,Tinta Francisca,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1288,12,9,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1289,12,10,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1290,12,11,Tinta Francisca,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1291,12,12,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1292,12,13,Tannat,control,8/16/23,WC,1,0,0,0,0,0,0,0
1293,12,14,Tannat,control,8/16/23,WC,1,0,0,0,0,0,0,0
1294,12,15,Tannat,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1295,12,16,Tannat,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1296,12,17,Ciliegiolo,Hopland,8/16/23,WC,1,0,0,0,0,0,0,0
1297,12,19,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1298,12,20,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1299,12,21,Ciliegiolo,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1300,12,22,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1301,12,23,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
1302,12,24,Graciano,Bakersfield,8/16/23,WC,1,0,0,0,0,0,0,0
